community,ASV_id,LogAbundance_HighControl,LogAbundance_MidControl,LogAbundance_LowControl,weight_warmed_gradient,weight_warmed_experiment,weight_cooled_gradient,weight_cooled_experiment,Genus,Family,Phylum,Class,Order
bacteria and archaea,886,2.82,3.31,3.62,0.06,0.1,-0.1,-0.09,Polymorphobacter,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1456,3.89,3.97,4.57,0.16,0.3,-0.1,-0.06,Massilia,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1266,3.42,3.66,3.78,0.12,0.15,-0.1,-0.16,Conexibacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,36,3.47,3.69,3.67,0.27,0.39,-0.1,0,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1532,3.7,3.59,3.4,-0.11,-0.09,-0.1,0.05,Polaromonas,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,8,2.64,NA,3.78,-0.01,0.04,-0.1,-0.09,NA,Mitochondria,Proteobacteria,Alphaproteobacteria,Rickettsiales
bacteria and archaea,655,NA,4.75,4.24,0.23,0.33,-0.1,-0.07,Bradyrhizobium,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1241,NA,4.33,NA,-0.13,NA,-0.1,-0.22,NA,NA,Chloroflexi,AD3,NA
bacteria and archaea,503,4.55,4.28,4.71,-0.09,-0.04,-0.1,-0.14,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,940,NA,NA,2.89,0.16,0.23,-0.1,-0.18,Segetibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,1401,4.04,4.3,4.6,0.03,0.02,-0.1,-0.03,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1376,3.64,3.2,3.22,-0.16,-0.15,-0.1,-0.26,HSB OF53-F07,Ktedonobacteraceae,Chloroflexi,Ktedonobacteria,Ktedonobacterales
bacteria and archaea,1608,3.02,3.6,3.48,0.3,0.36,-0.1,-0.11,Terrabacter,Intrasporangiaceae,Actinobacteria,Actinobacteria,Micrococcales
bacteria and archaea,1369,NA,3.14,3.44,0.09,NA,-0.1,0.05,NA,NA,Chloroflexi,AD3,NA
bacteria and archaea,135,NA,NA,2.48,0,NA,-0.1,-0.04,NA,Isosphaeraceae,Planctomycetota,Planctomycetes,Isosphaerales
bacteria and archaea,873,5.49,5.87,6.02,0.3,0.42,-0.1,-0.09,Sphingomonas,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1209,NA,4.19,3.87,0.05,NA,-0.1,-0.03,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1567,NA,2.57,3.22,0.21,0.23,-0.1,-0.07,NA,SC-I-84,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,419,3.05,3,2.89,-0.02,0.08,-0.1,-0.06,NA,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,546,3.15,3.23,2.92,0.11,0.18,-0.1,0.06,NA,Vicinamibacteraceae,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,417,NA,4.47,NA,-0.12,0.01,-0.1,-0.08,ADurb.Bin063-1,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,1329,4.84,4.75,5.32,-0.07,-0.08,-0.1,-0.05,Gaiella,Gaiellaceae,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,209,3.4,5.03,3.71,0.18,0.21,-0.1,-0.06,Phytohabitans,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,1388,2.67,2.95,2.64,0.08,0.09,-0.1,-0.22,NA,NA,Actinobacteria,Acidimicrobiia,IMCC26256
bacteria and archaea,974,NA,3.46,3.68,0.1,0.13,-0.1,-0.15,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1633,NA,3.43,2.64,0.12,0.21,-0.1,-0.21,NA,NA,Chloroflexi,KD4-96,NA
bacteria and archaea,1430,NA,NA,NA,0.19,0.29,-0.1,-0.01,NA,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,836,3.99,4.31,4.42,0.29,0.37,-0.11,-0.08,Ellin6055,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,594,3.56,2.86,3.47,0.11,0.21,-0.11,-0.32,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,411,NA,3.05,3.27,0.28,0.32,-0.11,-0.11,Ellin516,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,970,3.77,NA,4.06,0.2,0.11,-0.11,0.21,Chryseobacterium,Weeksellaceae,Bacteroidota,Bacteroidia,Flavobacteriales
bacteria and archaea,1482,NA,NA,4.26,0.16,0.21,-0.11,-0.12,NA,NA,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,1135,NA,NA,NA,0.18,0.22,-0.11,-0.16,NA,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1574,2.22,2.48,NA,0.04,0.19,-0.11,-0.16,Uliginosibacterium,Rhodocyclaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,534,3.3,3.1,3.04,0.16,0.16,-0.11,0.2,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1510,3.29,3.34,3.29,0.14,0.16,-0.11,-0.19,NA,TRA3-20,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,936,NA,2.86,3.44,0.24,0.32,-0.11,-0.04,Flavisolibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,688,NA,NA,NA,0.2,0.24,-0.11,-0.21,Phenylobacterium,Caulobacteraceae,Proteobacteria,Alphaproteobacteria,Caulobacterales
bacteria and archaea,207,NA,NA,3.56,0.27,0.27,-0.11,0.15,Actinoplanes,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,716,4.16,4.4,3.98,0.1,0.2,-0.11,-0.09,Aminobacter,Rhizobiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1250,NA,3.83,4.28,0.07,NA,-0.11,-0.02,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1478,NA,3.83,3.49,0.31,0.35,-0.11,0.04,NA,NA,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,496,3.69,3.64,4.36,0.12,0.2,-0.11,-0.2,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,210,2.64,NA,3.33,0.14,0.1,-0.11,0.14,Actinoplanes,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,364,3.33,4.16,4.41,0.22,0.37,-0.11,-0.34,NA,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1367,4.36,NA,3.78,0.03,-0.05,-0.12,-0.12,NA,NA,Chloroflexi,AD3,NA
bacteria and archaea,1348,2.78,3.32,3.34,0.13,0.1,-0.12,0.01,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,261,NA,NA,NA,0.22,0.28,-0.12,0.01,Opitutus,Opitutaceae,Verrucomicrobiota,Verrucomicrobiae,Opitutales
bacteria and archaea,959,3.76,NA,NA,0.06,0.08,-0.12,-0.08,Ferruginibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,810,NA,NA,NA,0.27,0.34,-0.12,-0.21,Mucilaginibacter,Sphingobacteriaceae,Bacteroidota,Bacteroidia,Sphingobacteriales
bacteria and archaea,555,4.31,4.03,3.43,-0.01,-0.03,-0.12,-0.12,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,668,NA,4.25,4.33,0.17,0.13,-0.12,0.14,NA,Acetobacteraceae,Proteobacteria,Alphaproteobacteria,Acetobacterales
bacteria and archaea,1184,3.18,3.7,3.82,0.1,0.09,-0.12,-0.25,Candidatus Solibacter,Solibacteraceae,Acidobacteria,Acidobacteriae,Solibacterales
bacteria and archaea,1398,3.32,3.98,3.99,0.12,0.16,-0.12,-0.04,Solirubrobacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1613,NA,NA,3.61,0.15,0.24,-0.12,-0.22,Nocardioides,Nocardioidaceae,Actinobacteria,Actinobacteria,Propionibacteriales
bacteria and archaea,590,4.09,NA,2.56,-0.09,-0.13,-0.12,-0.17,Hyphomicrobium,Hyphomicrobiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1445,3.56,3.14,3.71,0.21,0.29,-0.12,-0.02,Sphaerotilus,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,832,NA,3.97,3.37,0.17,0.24,-0.12,-0.06,Sphingomonas,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1169,NA,3.62,4.38,0.2,0.2,-0.12,0.16,Bryobacter,Bryobacteraceae,Acidobacteria,Acidobacteriae,Bryobacterales
bacteria and archaea,1432,NA,3.95,3.91,0.22,0.36,-0.12,-0.18,Ramlibacter,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,885,3.78,4.69,4.12,0.1,0.13,-0.12,0.05,Sphingomonas,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,727,4.77,5.03,4.27,-0.05,-0.17,-0.12,-0.1,NA,Micropepsaceae,Proteobacteria,Alphaproteobacteria,Micropepsales
bacteria and archaea,1027,NA,NA,4.04,0.13,0.16,-0.12,-0.17,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1229,NA,3.28,3.74,0.08,0.24,-0.12,-0.02,NA,NA,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,1453,4.82,3.14,3.01,0.06,0.1,-0.12,0.01,Duganella,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1433,NA,3.87,3.22,0.21,0.32,-0.12,-0.11,Ramlibacter,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1075,NA,NA,3.09,0.17,0.24,-0.12,-0.26,NA,NA,Acidobacteria,Subgroup 5,NA
bacteria and archaea,1592,4.16,4.05,3.97,0.17,0.31,-0.12,-0.14,Pseudonocardia,Pseudonocardiaceae,Actinobacteria,Actinobacteria,Pseudonocardiales
bacteria and archaea,1223,NA,NA,3.34,0.16,0.23,-0.12,-0.23,Streptomyces,Streptomycetaceae,Actinobacteria,Actinobacteria,Streptomycetales
bacteria and archaea,834,NA,2.89,3.69,0.27,0.34,-0.12,0.09,Qipengyuania,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1359,NA,NA,3.53,0.18,0.25,-0.12,-0.22,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1318,NA,NA,3.83,-0.02,-0.02,-0.12,-0.24,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,386,3.52,2.94,3.29,-0.05,0.01,-0.12,-0.3,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,947,3.39,3.8,4.17,0.16,0.24,-0.12,0.05,Segetibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,1595,NA,3.47,3.18,0.04,0.11,-0.12,0.03,Actinomycetospora,Pseudonocardiaceae,Actinobacteria,Actinobacteria,Pseudonocardiales
bacteria and archaea,1625,3.81,4.36,4.31,0.18,0.26,-0.12,0.13,Paenisporosarcina,Planococcaceae,Firmicutes,Bacilli,Bacillales
bacteria and archaea,896,NA,NA,NA,0.11,0.15,-0.12,-0.13,Cellvibrio,Cellvibrionaceae,Proteobacteria,Gammaproteobacteria,Cellvibrionales
bacteria and archaea,1116,NA,NA,NA,-0.06,-0.02,-0.13,-0.14,NA,NA,Acidobacteria,Subgroup 5,NA
bacteria and archaea,1485,3.83,4.36,3.59,0.32,0.27,-0.13,0.36,Blastococcus,Geodermatophilaceae,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,176,NA,NA,NA,0.2,0.24,-0.13,-0.15,NA,env.OPS 17,Bacteroidota,Bacteroidia,Sphingobacteriales
bacteria and archaea,1457,4.5,NA,3.38,0.08,0.06,-0.13,0.24,Duganella,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,204,4.37,5.05,4.58,0.01,-0.16,-0.13,0.02,NA,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,773,2.64,2.56,2.96,0,-0.09,-0.13,0.11,Pirellula,Pirellulaceae,Planctomycetota,Planctomycetes,Pirellulales
bacteria and archaea,1405,4.35,4.39,4.55,0.08,0.07,-0.13,0,Solirubrobacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1260,4.05,4.71,4.42,0.13,0.07,-0.13,-0.01,Conexibacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1323,NA,3.7,3.25,0,0.05,-0.13,-0.15,Gaiella,Gaiellaceae,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1374,2.56,4.06,3.26,0.08,0.16,-0.13,-0.09,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1040,NA,NA,4.17,0.09,0.04,-0.13,-0.04,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,747,3.33,3.43,2.46,0.08,0.17,-0.13,-0.16,Devosia,Devosiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1407,4.59,4.6,5.05,0.12,0.15,-0.13,-0.13,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,346,3.56,3.39,3.44,0.18,0.28,-0.13,-0.28,Candidatus Koribacter,Koribacteraceae,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,638,4.04,4.06,3.93,-0.13,-0.04,-0.13,-0.2,NA,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1041,NA,NA,4.04,0,NA,-0.13,-0.22,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,98,2.6,3.19,2.61,0.15,0.27,-0.13,-0.07,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1525,NA,NA,3.97,0.04,0.07,-0.13,-0.2,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1245,4.2,NA,3.47,-0.06,-0.12,-0.13,-0.07,NA,NA,Chloroflexi,AD3,NA
bacteria and archaea,76,NA,NA,NA,0.08,0.11,-0.13,-0.02,NA,BIrii41,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,1464,NA,4.63,4.48,0.16,0.24,-0.14,-0.08,Galbitalea,Microbacteriaceae,Actinobacteria,Actinobacteria,Micrococcales
bacteria and archaea,657,NA,3.5,3.07,0.21,0.25,-0.14,-0.04,Tardiphaga,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1422,NA,NA,NA,NA,NA,-0.14,-0.08,Aeromicrobium,Nocardioidaceae,Actinobacteria,Actinobacteria,Propionibacteriales
bacteria and archaea,846,NA,2.4,3.4,0.32,0.31,-0.14,0.08,Altererythrobacter,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,506,NA,NA,3.91,0.08,NA,-0.14,-0.25,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,46,4.03,4.2,4.37,0.25,0.24,-0.14,-0.17,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,742,3.09,NA,3.14,0.03,-0.12,-0.14,0,Phyllobacterium,Rhizobiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,231,2.51,2.89,3.04,-0.03,-0.04,-0.14,-0.13,NA,NA,WPS-2,NA,NA
bacteria and archaea,1373,NA,2.48,2.39,0.28,0.29,-0.14,-0.12,NA,NA,Armatimonadota,Chthonomonadetes,Chthonomonadales
bacteria and archaea,1379,NA,3.04,2.97,0.02,0.05,-0.14,-0.16,JG30a-KF-32,Ktedonobacteraceae,Chloroflexi,Ktedonobacteria,Ktedonobacterales
bacteria and archaea,273,NA,3.95,3.76,0.15,0.19,-0.14,-0.1,NA,NA,Cyanobacteria,Cyanobacteriia,Chloroplast
bacteria and archaea,241,4.04,3.64,4.05,0.02,-0.04,-0.14,-0.22,NA,NA,Acidobacteria,Acidobacteriae,Subgroup 2
bacteria and archaea,109,2.23,NA,2.4,0.14,0.13,-0.14,-0.07,Zavarzinella,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,343,NA,NA,3.43,0.25,0.25,-0.14,-0.07,Candidatus Koribacter,Koribacteraceae,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,573,3.21,3.73,3.39,0.16,0.09,-0.14,-0.03,NA,Nitrososphaeraceae,Crenarchaeota,Nitrososphaeria,Nitrososphaerales
bacteria and archaea,80,3.93,3.91,3.58,0.06,0.12,-0.14,-0.02,NA,BIrii41,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,434,4.24,4.36,4.72,0.18,0.22,-0.14,-0.19,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1289,3.53,3.56,3.74,0.1,0.17,-0.14,-0.12,Conexibacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,887,NA,3.17,3.49,0.22,0.23,-0.14,0.29,Polymorphobacter,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,698,NA,2.48,3.38,0.31,0.34,-0.14,-0.1,NA,Caulobacteraceae,Proteobacteria,Alphaproteobacteria,Caulobacterales
bacteria and archaea,494,NA,NA,NA,0.19,0.22,-0.15,-0.01,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,956,NA,3.04,NA,-0.13,NA,-0.15,-0.08,Ferruginibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,14,3.7,3.96,4.16,0.23,0.24,-0.15,-0.22,Acidothermus,Acidothermaceae,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,818,NA,3.78,3.5,0.26,0.35,-0.15,-0.06,Pedobacter,Sphingobacteriaceae,Bacteroidota,Bacteroidia,Sphingobacteriales
bacteria and archaea,3,NA,NA,NA,-0.07,-0.04,-0.15,-0.04,NA,A4b,Chloroflexi,Anaerolineae,SBR1031
bacteria and archaea,320,2.91,3.81,3.66,-0.08,0.06,-0.15,-0.33,NA,NA,Acidobacteria,Holophagae,Subgroup 7
bacteria and archaea,951,2.3,3.24,3.14,0.21,0.24,-0.15,-0.03,Parafilimonas,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,665,NA,NA,NA,NA,NA,-0.15,-0.02,Tardiphaga,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,491,NA,NA,3.97,0.21,NA,-0.15,-0.13,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,511,4.52,4.28,4.9,0.09,0.13,-0.15,-0.06,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,462,1.95,2.08,NA,0.13,0.23,-0.15,-0.11,Prosthecobacter,Verrucomicrobiaceae,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales
bacteria and archaea,392,NA,NA,NA,NA,NA,-0.15,-0.24,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,1604,NA,NA,3.4,0.18,0.26,-0.15,-0.06,NA,Intrasporangiaceae,Actinobacteria,Actinobacteria,Micrococcales
bacteria and archaea,1205,3.66,4.38,3.22,0,0,-0.15,-0.05,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,404,4.22,3.09,3.26,0.17,0.14,-0.15,0.16,NA,NA,Myxococcota,bacteriap25,NA
bacteria and archaea,329,3.32,NA,3.55,-0.04,-0.16,-0.15,0,Acidibacter,Unknown Family,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis
bacteria and archaea,60,NA,2.48,3.37,0.08,0.02,-0.15,0.1,NA,Sandaracinaceae,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,831,4,4.04,4.29,0.09,0.06,-0.15,-0.12,Sphingomonas,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,532,4.81,4.07,4.98,-0.04,-0.09,-0.15,-0.23,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1202,3.11,3.37,3.48,0.16,0.18,-0.15,-0.18,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1294,3.4,3.26,3.98,0.05,0.05,-0.15,-0.07,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,677,3.47,4.08,3.93,0.32,0.38,-0.15,0.06,NA,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1597,NA,3.5,3.81,0.19,0.26,-0.15,-0.13,Kutzneria,Pseudonocardiaceae,Actinobacteria,Actinobacteria,Pseudonocardiales
bacteria and archaea,1552,3.55,3.56,3.55,0.06,0.03,-0.15,-0.01,Burkholderia-Caballeronia-Paraburkholderia,Burkholderiaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,354,NA,NA,NA,0.16,0.16,-0.16,-0.12,Acidibacter,Unknown Family,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis
bacteria and archaea,146,4,4.18,3.95,-0.05,-0.07,-0.16,-0.26,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,471,NA,NA,4.37,0.16,0.07,-0.16,-0.07,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,822,3.14,3.53,3.94,0.27,0.27,-0.16,0.06,Mucilaginibacter,Sphingobacteriaceae,Bacteroidota,Bacteroidia,Sphingobacteriales
bacteria and archaea,957,NA,NA,3.3,0.23,0.31,-0.16,-0.23,Ferruginibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,859,NA,3.23,3.58,0.12,0.11,-0.16,0,Subgroup 10,Thermoanaerobaculaceae,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales
bacteria and archaea,1011,NA,NA,NA,0.07,0.12,-0.16,-0.23,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,78,NA,NA,NA,NA,NA,-0.16,-0.03,NA,BIrii41,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,718,3.01,3.05,3.51,-0.15,-0.21,-0.16,-0.27,NA,Micropepsaceae,Proteobacteria,Alphaproteobacteria,Micropepsales
bacteria and archaea,1377,2.91,NA,2.9,-0.05,-0.09,-0.16,-0.29,HSB OF53-F07,Ktedonobacteraceae,Chloroflexi,Ktedonobacteria,Ktedonobacterales
bacteria and archaea,259,4.17,4.02,3.84,0.14,0.19,-0.16,-0.23,Opitutus,Opitutaceae,Verrucomicrobiota,Verrucomicrobiae,Opitutales
bacteria and archaea,1284,NA,3.9,3.72,0.17,0.23,-0.16,0.01,Solirubrobacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1175,3.14,3.32,3.24,0.2,0.18,-0.16,0.18,Bryobacter,Bryobacteraceae,Acidobacteria,Acidobacteriae,Bryobacterales
bacteria and archaea,843,3.89,3.45,3.08,0.11,0.15,-0.16,-0.06,Parablastomonas,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1295,3.61,4.25,3.49,0.04,0.17,-0.16,-0.18,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,875,NA,3.37,3.52,0.3,0.35,-0.16,-0.17,Sphingomonas,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1462,4.12,NA,3.5,0.09,0.08,-0.16,-0.02,Duganella,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,396,3.76,4.39,4.26,0.24,0.16,-0.16,0.06,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,44,NA,3.5,3.92,0.17,0.19,-0.16,0.04,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1273,3.85,NA,3.8,0.17,0.03,-0.17,-0.14,Conexibacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1003,3.47,3.58,3.32,0.2,0.27,-0.17,0,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,759,2.14,NA,2.44,0.22,0.29,-0.17,0.03,Lysobacter,Xanthomonadaceae,Proteobacteria,Gammaproteobacteria,Xanthomonadales
bacteria and archaea,203,3.52,4.08,3.67,0.16,0.12,-0.17,0.12,Actinoplanes,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,1214,NA,3.47,3.09,0.04,0.04,-0.17,-0.03,NA,Blastocatellaceae,Acidobacteria,Blastocatellia,Blastocatellales
bacteria and archaea,1556,NA,NA,3.71,0.14,0.24,-0.17,-0.15,Georgfuchsia,Rhodocyclaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1356,NA,NA,3.27,0.14,NA,-0.17,-0.02,NA,NA,Actinobacteria,Acidimicrobiia,IMCC26256
bacteria and archaea,1025,NA,NA,3.95,0.27,0.31,-0.17,-0.18,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,898,2.71,2.4,3.06,0.07,0.08,-0.17,-0.13,Luteibacter,Rhodanobacteraceae,Proteobacteria,Gammaproteobacteria,Xanthomonadales
bacteria and archaea,492,5.64,6.25,6.42,0.16,0.21,-0.17,-0.17,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
